Name,Type,One Liner,Industry,Website,Description,Business Model,Mega-trend,Driver,Value Chain Position,Stack Position,Theme,Focus Area,Opportunity Space- OLD,Tagged Opp Space?,Opp Space (V1),Final Opp Space,Founded,Employees,Country,City,Location,Funded,Funding Stage,Latest Funding Date,Latest Funding (USD),Total Funding (USD),Maturity,Fast Growth (Y/N),Relevance,Owner,Checked,Inc. Radar,Hero,BHG Partnered,OLD - Focus Areas,OLD - Opp Space,Input,RM Relationship,Comments,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Result,0.3,0.5,0.2,Text to no.conversion,Rnd,Contact - Email,Contact - LinkedIn
Bext360,Startup,"Bext360 is a complete coffee suppl(ai chain solution, Our mission is to utilize technology to improve the global supply chain for agricultural products.",,https://www.bext360.com/,"Bext360 is a complete coffee suppl(ai chain solution, Our mission is to utilize technology to improve the global supply chain for agricultural products.",,,,,,New Customer Services,Customer Lifecycle Management,,,Deprioritised,Deprioritised,2016,11-50,USA,Golden,Global,Yes,Seed,,,"3,400,000",Nascent,,,Vish,Yes,TRUE,,FALSE,Supply chain optimisation,End-to-end supply chain transparency,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,28121,,
Allegro,Startup,Deep learning as a service,Technology,https://allegro.ai/,"Allegro.AI provides deep learning as a serviceplatform for computer vision based applications. The platform allows users to build data sets, automate image and video annotation, train and compare results for image-based neural networks in real-time, and then deploy the deep learning models. It provides its own proprietary auto-annotation process and distributes the jobs across GPU workstations and remote VMs to improve hyper-parameter optimization. The customers can work on the platform as cloud, on-premise product, or a combination of both. The platform has application in developing and training models for autonomous driving, security, and medical applications. The company has been invested in by MizMaa Ventures, Robert Bosch VC, Samsung Catalyst Fund, and Dynamic Loop Capital",,,,,,Data Utilisation,Intelligent & Autonomous Shipping,,,Deprioritised,Deprioritised,2016,11-50,Israel,,Global,Yes,Series A,,,"11,000,000",Nascent,,,Hazel,Yes,TRUE,,FALSE,,,Old,General Scouting,,0.5,0.33,1,0.515,Emerging,,,,,26998,,
Big Ocean Data,,,,http://www.bigoceandata.com,"BigOcean Data is the new vessel tracking, management and port monitoring system brought to you by Globavista, a leader in the vessel tracking sector with over twenty years’ experience in specialist tracking and asset management solutions.",,,,,,New Customer Services,Other,,,,Deprioritised,2016,1-10,United Kingdom,,Europe,Yes,Acquired,,,Undisclosed,Emerging,,,Vish,Yes,,,FALSE,,,Old,,,0.5,0.66,1,0.68,Emerging,,,,,7094,,
Bigyellowfish,Startup,Provides ERP solutions for the maritime industry,,https://bigyellowfish.io,,"ERP > Maritime
 Logistics Tech > Freight > Software Solutions > Maritime > Ship Management
 Maritime Tech > Shipping and Port Management > Shipping Management > ERP",,,,,New Customer Services,Vessel Services,Performance Management,,,,2018,,India,,Global,Yes,Undisclosed,,,Unknown,Nascent,,,,,FALSE,,FALSE,Data & AI,Trade Digitization and Analytics,Old,Decarb,ERP,0.5,0,0,0.15,Nascent,,,,,39263,"kunal@zenseek.io
 kunal@bigyellowfish.io",http://linkedin.com/in/kunalpancholi
OriginTrail,Startup,"OriginTrail enables data sharing along any supply chain. Decentralized, blockchain-supported platform helps companies exchange relevant data seamlessly and in a secure way to build accountability, protect their brands and increase efficiencies.",Adjacent,https://origintrail.io,"OriginTrail enables data sharing along any supply chain. Decentralized, blockchain-supported platform helps companies exchange relevant data seamlessly and in a secure way to build accountability, protect their brands and increase efficiencies.","SCM Software > Visibility & Compliance > Supply Chain Visibility
 Blockchain > Supply Chain & Logistics > SCM Software
 Logistics Tech > Freight > Software Solutions > EDI",,,,,Digital Trading,Intelligent Sourcing,Supply chain Optimization,,,,2013,,Slovenia,Ljubljana,Europe,Yes,Undisclosed,,,Unknown,Nascent,,3,,,FALSE,FALSE,FALSE,Supply Chain Visibility,E2E SC transparency,Old,SCR,Block chain Supply chain visibility,0.5,0,0,0.15,Nascent,,,,,12019,"tomazlevak@gmail.com
 zigadrev@gmail.com
 rakicbranimir@gmail.com","http://linkedin.com/in/tomazlevak
 https://linkedin.com/in/ziga-drev
 http://linkedin.com/in/branimirrakic"
Bing Energy,,,Fuel Cells,http://www.bingenergyinc.com/,"The company produces fuel cells that incorporate a thin membrane composed of carbon nanotubes, reducing the need for expensive platinum that, until now, have made fuel cells too expensive to be widely marketed.",,,,,,Decarbonisation,New Fuels,,,Supply new fuels,Physical Supply of New Fuels,2010,11-50,USA,Tallahassee,Global,Yes,Seed,,,,Emerging,,,,,TRUE,,FALSE,Fuel & Efficiency,New Fuel Types,Old,General Scouting,,1,0,1,0.5,Emerging,,,,,44019,,
Bio-based economy,Startup,,Industrial Biotechnology,http://bio-based.eu/,Providing solution to capture carbon from gases,,,,,,Decarbonisation,Other,,,,Deprioritised,2015,1-10,Germany,Hurth,Europe,No,Unfunded,,,Not Applicable,Nascent,,,Vish,Yes,,,FALSE,"Carbon CS, offsetting & trading",Carbon Capture & Storage,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,11429,,
Trusted Docks,Startup,"Trusted Docks is an online platform that connects ship owners with shipyards for maintenance &amp; repair, intermediate survey docking or scrapping project. Users can find a shipyard in their current or prospective trading area of vessel. They can use the embedded SeaRoutes application for determining the deviation between the position of vessel and a selected shipyard. Platform allows users to compare shipyards on details such as dock facilities, workmanship experience, recent projects and ratings. Platform offers premium accounts for shipyards that enable them to contact shipowners and send tenders well in advance to the planned docking.",Maritime,https://trusteddocks.com,"Trusted Docks is an online platform that connects ship owners with shipyards for maintenance &amp; repair, intermediate survey docking or scrapping project. Users can find a shipyard in their current or prospective trading area of vessel. They can use the embedded SeaRoutes application for determining the deviation between the position of vessel and a selected shipyard. Platform allows users to compare shipyards on details such as dock facilities, workmanship experience, recent projects and ratings. Platform offers premium accounts for shipyards that enable them to contact shipowners and send tenders well in advance to the planned docking.","ERP > Mining
 Logistics Tech > Freight > Software Solutions > Maritime > Ship Management
 Maritime Tech > Marine Tracking Data",,,,,Data Utilisation,Market Intelligence,Maintenance & Repair Analytics,,,,2015,,Germany,Hamburg,Europe,Yes,Undisclosed,,,Unknown,Nascent,,2,Miles,,FALSE,TRUE,FALSE,Agile and adaptive logistic network,Predictive Maintinance,Old,SCR,Ship management ,0.5,0,0,0.15,Nascent,,,,,2042,,http://linkedin.com/in/carsten-bullemer-1745043
Arviem,,,Shipping,https://arviem.com/,Integrated solutions for real-time cargo monitoring,,,,,,New Customer Services,Other,,,,Deprioritised,2008,11-50,Switzerland,,Europe,Yes,Series B,,,"15,000,000",Emerging,,,Miles,Yes,FALSE,FALSE,FALSE,,,New,,,1,0.33,1,0.665,Emerging,,,,,35630,,
BlackBuck,,"BlackBuck is working in the area of inter-city logistics and supply chain. Offers an app connecting shippers with truckload carriers. Also, the app can be used to buy insurance for the goods being transported. It's GPS based freight management system comes with features like track and trace, truck mapping, verifications, professional account management practices, and checking the health and condition of the truck. It on a transaction fee model and charges 10-15% commission on every deal. As of March 2017, the company has a presence in about 220 locations across the country with about 80,000 trucks on the platform. Raised $70M in a round of funding led by Sands Capital with participation from existing investors Accel and Flipkart in March 2017.",Logistics,https://www.blackbuck.com,Blackbuck is an Indian logistics company that makes trucking simple for every shipper and trucker.,,,,,,New Customer Services,Other,,,,Deprioritised,2015,1001-5000,India,Bangalore,Global,Yes,Series D,,,"297,000,000",Emerging,,,Vish,Yes,,,FALSE,Data & AI,Fleet Utilization,Old,General Scouting,,0.5,0.66,1,0.68,Emerging,,,,,32147,,
BitNautic,,"BitNautic is an Ethereum blockchain-based marketplace for maritime shipping services. The AI-enabled marketplace facilitates real-time booking & tracking of maritime shipping services for shippers. Also offers functionalities such as ship brokerage management, escrow services, cargo consolidation, and more.",Maritime,https://www.bitnautic.io,BitNautic is an Ethereum blockchain-based marketplace for maritime shipping services,,,,,,Data Utilisation,Other,,,,,2018,11-50,Switzerland,Lugano,Europe,No,Unfunded,,,Not Applicable,Nascent,,,Vish,Yes,,,FALSE,Business Model Innovation,Freight Orchestration,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,24464,,
Andalin,,,Shipping,https://www.andalin.com/,Andalin is an Indonesian freight forwarder service marketplace for cross-border shippings.,,,,,,Digital Trading,Online Marketplace,Freight Forwarding,Yes,Bunker Marketplace (merged with integrated marketplace),Bunker Marketplace,2016,11-50,Indonesia,,Global,Yes,Series A,,,"500,000",Nascent,,,Hazel,Yes,TRUE,FALSE,FALSE,,,New,,,0.5,0.33,1,0.515,Emerging,,,,,48030,,
Token Mineral,Startup,Provider of a blockchain-based platform for Energy transactions,Blockchain,https://tokenmineral.com/,Blockchain-based funding solutions for the oil & gas industry,,,,,,Data Utilisation,Other,,,,,2018,1-10,Colombia,Bogota,Global,No,Unfunded,,,Not Applicable,Nascent,,,,,FALSE,,FALSE,CO2 Transparency,Blockchain For CO2 Provenance,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,40893,,
Blockverify,,,,http://www.blockverify.io/,Blockchain Based Anti-Counterfeit Solution for supply chain transparency,,,,,,Digital Trading,Intelligent Sourcing,Supply chain visability,Yes,Supply chain optimisation,Deprioritised,2014,1-10,United Kingdom,,Europe,Yes,Seed,,,"52,800",Nascent,,,,,TRUE,,FALSE,,,Old,,,0.5,0,1,0.35,Nascent,,,,,24026,,
Block,,,,,"Blockchain labs for open collaboration - Smart contracts to automate vessel certification - Blockchain-enabled IOT devices for emission management
  - Maritime altfuels trading platform  - problem-specific blockchain solutions",,,,,,Digital Trading,Digital Bunker Trading,Digitalising trade process,Yes,Digital trading operations (merged with trade execution),Digital Trading Operations,,,,,Global,,,,,,Emerging,,,,,,,FALSE,,,Old,,,1,0.66,0,0.63,Emerging,,,,,6686,,
Arolytics,Startup,Software for monitoring and analyzing atmospheric emissions data,SaaS,https://www.arolytics.com,"Arolytics is a provider of software for monitoring and analyzing atmospheric emissions data. It offers software called AROviz that provides visualization of real-time emissions, trends, and prediction of emission sources. It also offers consulting services for controlling emissions.",,,,,,Decarbonisation,CO2 Tracking & Advisory,Software for monitoring and analyzing atmospheric emissions ,,Analyse emissions data,Analyse Emissions Data,2018,1-10,Canada,Calgary,Global,Yes,Seed,,,"25,000",Nascent,,,Hazel,Yes,TRUE,,FALSE,CO2 Transparency,CO2 Tracking,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,36312,,
Blue Planet,Startup,Carbon capture to concrete and building materials technology,Chemicals,http://www.blueplanet-ltd.com,Blue Planet uses patented technology to capture industrial carbon dioxide emissions from power plants and factories and converts through a proprietary mineralization process into concrete for commercial and residential construction. It produces concrete and other building materials from sequestered CO2. Climate activist and actor Leonardo DiCaprio is a member of the firms' government affairs advisory board.,,,,,,Decarbonisation,Other,,,,Deprioritised,2013,1-10,USA,Los Gatos,Global,Yes,Series A,,,"4,832,500",Emerging,,,Vish,Yes,,,FALSE,"Carbon CS, offsetting & trading",CO2 Upcycling,Old,General Scouting,,0.5,0.33,1,0.515,Emerging,,,,,40361,,
Blue Benu,,REcycling plastic into eco-fuels,,http://bluebenu.dk,"BlueBenu is developing clean technology that offers solutions for waste management, creating clean energy and promote sustainability.",,,,,,Decarbonisation,New Fuels,,,Supply new fuels,Physical Supply of New Fuels,2018,1-10,Denmark,,Europe,Yes,Undisclosed,,,,Nascent,,,Vish,Yes,TRUE,,FALSE,,,Old,,,0.5,0,1,0.35,Nascent,,,,,14409,,
Blue Technology,,No Fossil for ship propulsion,Maritime,https://bluetechnology.dk/,The ambition of Blue Technology is to develop solutions which eliminate many of today’s challenges and help the maritime industry on to a truly sustainable path.,,,,,,Decarbonisation,New Fuels,,,Supply new fuels,Physical Supply of New Fuels,2008,1-10,Denmark,Humlebæk,Europe,No,Unfunded,,,,Emerging,,,,,TRUE,,FALSE,Fuel & Efficiency,New Vessel Design,Old,,,1,0,1,0.5,Emerging,,,,,41132,,
Arrive Logistics,,Tech-enabled 3PL provider,Logistics,https://www.arrivelogistics.com,"Arrive Logistics offers load matching software allowing carriers to identify active capacity within their network. Offers GPS mobile tracking for shippers and carriers on every load from pick up to delivery, customized KPIs and reports offering data driven solutions based on a client's supply chain needs while its EDI integration helps in streamlining order entry, truck assignment, and accounting processes. Bookings and transactions, both take place through the platform and drivers are paid within 48 hours of service fulfillment.",,,,,,Digital Trading,Online Marketplace,Matching suppliers with customers,Yes,Bunker Marketplace (merged with integrated marketplace),Bunker Marketplace,2014,501-1000,USA,Austin,Global,Yes,Series B,,,"40,000,000",Emerging,,,Vish,Yes,TRUE,,FALSE,Business Model Innovation,Freight Orchestration,Old,General Scouting,,0.5,0.33,1,0.515,Emerging,,,,,47343,,
GOJENTHA,,Cloud-based software solutions provider for the logistics industry,Logistics,https://www.gojentha.com,"GoJentha is a cloud-based software solutions provider for the logistics industry. Product offerings include 'GoJentha Transport' - an app-based transport management software for managing transport operations with features like route optimization, scheduling & dispatch management; 'GoJentha Logistics' - a delivery management software with features like route optimization, dispatch management, proof of delivery, shipment tracking, and more; 'GoJentha Care' - a medical transportation software for field tracking, patient management, document management & more and 'GoJentha Field' - a field service management software. The solutions can also be integrated with third-party systems through an API. The company has also won multiple awards including the 2016 Top Entrepreneurs, 2016 Top Green Provider among others.",,,,,,Data Utilisation,Other,,,,,2016,1-10,India,Bangalore,Global,No,Unfunded,,,Not Applicable,Nascent,,2,Hazel,Yes,FALSE,,FALSE,Data & AI,Fleet Utilization,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,24469,,
